author,body,datalegacylang,clean_text,speech_category
Feifeiwang55,"China’s global image problem isn’t a misunderstanding  it’s the result of bullying neighbors, crushing freedoms, and exporting propaganda. The world sees it clearly now.\n#StopChina #ChinaLies #WakeUpWorld https://t.co/ZVLXCkglOL",en,"chinas global image problem isnt a misunderstanding its the result of bullying neighbors, crushing freedoms, and exporting propaganda. the world sees it clearly now. chinalies wakeupworld",Hate Speech
Chen_Zhi_124,Tibetans choose their Dalai Lama through faith \nChina chooses theirs through dictatorship The world knows the difference\n#FreeTibet #ChinaExposed #StopChina\nhttps://t.co/QpHTr8ZINP https://t.co/WlLR4eOY9D,en,tibetans choose their dalai lama through faith china chooses theirs through dictatorship the world knows the difference freetibet chinaexposed,Hate Speech
lanmu2115,"Uyghurs, Tibetans, Hongkongers… different people, same pain. China’s oppression is not “internal affairs” — it’s a global human rights crisis.\n#StopChina #HumanRightsMatter\nhttps://t.co/et9U8oCdst https://t.co/4vBs7C6FTg",en,"uyghurs, tibetans, hongkongers different people, same pain. chinas oppression is not internal affairs its a global human rights crisis. humanrightsmatter",Hate Speech
muyang12341,"Beijing’s entire power is built on intimidation remove the propaganda, and the CCP is nothing but a terrified dictatorship\n#CCPTruth #StopChina\nhttps://t.co/rnd79ASOoH https://t.co/7U5xXHRyQx",en,"beijings entire power is built on intimidation remove the propaganda, and the ccp is nothing but a terrified dictatorship ccptruth",Hate Speech
boyackey_badmen,I welcome the absence of Chinese people\nJapanese people hate Chinese people\nChinese residents should also return to China\n#NotoChina #StopChina,en,i welcome the absence of chinese people japanese people hate chinese people chinese residents should also return to china notochina,Hate Speech
EngineerAs68442,"This is how foreign infiltration begins — quietly, through shell companies and weak oversight. Missouri deserves answers NOW. Secure our bases, secure our land. 💥\n#ProtectAmerica #StopChina #LawAndOrder\n👉 @RepMarkAlford @SecScottBessent @TrumpWarRoom",en,"this is how foreign infiltration begins quietly, through shell companies and weak oversight. missouri deserves answers now. secure our bases, secure our land. protectamerica lawandorder",Hate Speech
ShineShadowNews,"🚨🇺🇸🇨🇳 Nvidia’s Jensen Huang is waving the China flag—calling them the future of AI. Wrong! He’s selling out American innovation for cheap energy and Communist shortcuts. We don’t bow to Beijing. We build, we lead, we win. 🇺🇸 #MAGA #AmericaFirst #StopChina",en,"nvidias jensen huang is waving the china flagcalling them the future of ai. wrong! hes selling out american innovation for cheap energy and communist shortcuts. we dont bow to beijing. we build, we lead, we win. maga americafirst",Enraged Speech
boyackey_badmen,#NotoChina #StopChina\njapanese people hate\nChinese people\nChinese people go back to the china,en,notochina japanese people hate chinese people chinese people go back to the china,Hate Speech
caihong55,Dragon Over Devastation\nChina lit up Tibetan skies with dragon imagery—on sacred land.\nResult? Burned grasslands. Displaced wildlife.\nColonial spectacle disguised as tribute.\n#FreeTibet #StopChina #EnvironmentalJustice #CulturalSurvival\nhttps://t.co/2Xfvy9txwj,en,dragon over devastation china lit up tibetan skies with dragon imageryon sacred land. result? burned grasslands. displaced wildlife. colonial spectacle disguised as tribute. freetibet environmentaljustice culturalsurvival,Hate Speech
anuraggupt34370,"China’s mask of “harmony” is cracking.\nThe World Uyghur Congress has laid bare the truth — repression, surveillance, and camps where faith and identity are crimes.\nGlobal silence is no longer an option.\n#StandWithUyghurs #StopChina\n@HKokbore https://t.co/1OurSNmLCt",en,"chinas mask of harmony is cracking. the world uyghur congress has laid bare the truth repression, surveillance, and camps where faith and identity are crimes. global silence is no longer an option. standwithuyghurs",Hate Speech
PunPun7507,@xiaomi2411 @Tac56788 @frogsandroaches @Alvinisnot81207 @Lampooned71 @Logginoutlife @PapayaBlack2025 @Mlopfo @xhyourihikyou @x634495757 @grok @BencanTsang #ANIMALLIVESMATTER\n#STOPCHINA LEGALISING ANIMAL RAPE.\n#DELETECHINGCHONGS.,en,animallivesmatter legalising animal rape. deletechingchongs.,Dangerous Speech
boyackey_badmen,When in Japan，do as the Japan do\nJapanese people hate Chinese people\nChinese people should go back to their China\n#NotoChina #StopChina,en,when in japando as the japan do japanese people hate chinese people chinese people should go back to their china notochina,Hate Speech
lixin_lixin32,China’s Kalachakra charade is part of a long campaign to erase Tibetan identity. Cultural genocide dressed as ceremony. #StopChina #TibetMatters\nhttps://t.co/1l6GP2C5d8 https://t.co/eXEylidae5,en,chinas kalachakra charade is part of a long campaign to erase tibetan identity. cultural genocide dressed as ceremony. tibetmatters,Hate Speech
boyackey_badmen,Japanese people hate Chinesepeople\nChinese people go back to their home country\n#NotoChina #StopChina,en,japanese people hate chinesepeople chinese people go back to their home country notochina,Hate Speech
EngineerAs68442,This isn’t just business — it’s survival. China weaponized resources while Democrats slept. President Trump saw the threat and acted when others didn’t.\n#ProtectAmerica #StopChina #AmericaFirst\n@MarioNawfal @HouseGOP @realDonaldTrump,en,this isnt just business its survival. china weaponized resources while democrats slept. president trump saw the threat and acted when others didnt. protectamerica americafirst,Dangerous Speech
EngineerAs68442,Exactly! China saw this coming decades ago — and America ignored Trump’s warnings. He was the only leader ready to rebuild our industrial strength. 🇺🇸 #TrumpWasRight #AmericaFirst #StopChina\n@MarioNawfal @realDonaldTrump @HouseGOP,en,exactly! china saw this coming decades ago and america ignored trumps warnings. he was the only leader ready to rebuild our industrial strength. trumpwasright americafirst,Enraged Speech
EngineerAs68442,@SenRickScott @SpeakerJohnson @realDonaldTrump President Trump built the path to economic freedom — no more dependence on China. Americans must follow that vision to protect our future. #TrumpLeadership #StopChina #AmericaFirst @SenRickScott @HouseGOP @realDonaldTrump,en,president trump built the path to economic freedom no more dependence on china. americans must follow that vision to protect our future. trumpleadership americafirst,Enraged Speech
EngineerAs68442,"Americans must wake up — China’s not just competing, it’s coercing. We need strong, fearless leadership like President Trump’s to safeguard our future.\n#WakeUpAmerica #TrumpLeadership #StopChina\n@USTradeRep @HouseGOP @realDonaldTrump",en,"americans must wake up chinas not just competing, its coercing. we need strong, fearless leadership like president trumps to safeguard our future. wakeupamerica trumpleadership",Hate Speech
Ala427008537747,"The Uyghur Turks are denied even their most basic human rights — they are not allowed to travel freely, nor are they permitted to practice their religion openly. The whole world should turn its eyes to this situation. #china #UYGHUR  #stopchina https://t.co/SZtJgIqbwg",en,"the uyghur turks are denied even their most basic human rights they are not allowed to travel freely, nor are they permitted to practice their religion openly. the whole world should turn its eyes to this situation. china uyghur",Hate Speech
accusation7777,"🇰🇷 South Korea 🔥 Government blindfolded by “Digital Transformation” while the nation’s data collapses.\n📺 Instead of fixing it, Lee Jae-myung and his wife film TV shows.\n\n#SaveKorea #StopChina #APEC2025 #ExposeCCP #AmericaFirst https://t.co/cxsgekINCS",en,"south korea government blindfolded by digital transformation while the nations data collapses. instead of fixing it, lee jae-myung and his wife film tv shows. savekorea apec2025 exposeccp americafirst",Enraged Speech
lixin_lixin32,China calls it “inciting separatism.” The world calls it defending human rights. \nDetaining students for compassion exposes Beijing’s insecurity.\n#FreeTibet #HumanRights #StopChina\nhttps://t.co/4tHKXdYhvg https://t.co/9z4lQ6xXPQ,en,china calls it inciting separatism. the world calls it defending human rights. detaining students for compassion exposes beijings insecurity. freetibet humanrights,Hate Speech
MrMaxPatriot1,"@SickofBS_ I absolutely understand what you are saying.\nFor me, the bottom line was and is that China Had To Be Removed From The Picture.\n\nWhich is the Worst of the Evils?\n\nThe way I see it, China 🇨🇳  is out for Worldwide Domination.\n#StopChina  🛑 🇨🇳 \n\nStacy, Keep Waking People Up. 👏👏👏 https://t.co/u00UdUvR4c",en,"i absolutely understand what you are saying. for me, the bottom line was and is that china had to be removed from the picture. which is the worst of the evils? the way i see it, china is out for worldwide domination. stacy, keep waking people up.",Hate Speech
mengting1_1,Tibet’s fragile ecosystem exploited for a “Rising Dragon” stunt. China’s soft power burns bright—and toxic. #StopChina #TibetUnderSiege\nhttps://t.co/jWhVG6CRBN,en,tibets fragile ecosystem exploited for a rising dragon stunt. chinas soft power burns brightand toxic. tibetundersiege,Hate Speech
lizhaoli57,China says it's “illegal” for Tibetan lamas to be born outside the PRC. This is not law it’s spiritual colonization. Religion ≠ Communist Party control.\n#StopChina #TibetUnderThreat #DalaiLama\nhttps://t.co/8Cn21SKasL https://t.co/VpRLmPzwck,en,china says it's illegal for tibetan lamas to be born outside the prc. this is not law its spiritual colonization. religion communist party control. tibetunderthreat dalailama,Hate Speech
Xiaoliangxu55,China abducted Tibetan monk Dhar-gye 4 years ago.\nHis family still has NO IDEA where he is.\nThe world must speak up against this enforced disappearance!\n#StopChina #TibetDeservesFreedom #WhereIsDharGye #ReligiousFreedom\nhttps://t.co/YQr250CSbv https://t.co/QtBZBHuMTE,en,china abducted tibetan monk dhar-gye 4 years ago. his family still has no idea where he is. the world must speak up against this enforced disappearance! tibetdeservesfreedom whereisdhargye religiousfreedom,Hate Speech
Chen_Zhi_124,"China's “ethnic unity” laws mean prison for prayers, exile for faith, and disappearance for truth. Monk Dhar-gye is just one of many. Enough silence. We demand accountability.\n#FreeTibet #StopChina #WhereIsDharGye\nhttps://t.co/w5doJ1RVJP https://t.co/2xXO7wmERs",en,"china's ethnic unity laws mean prison for prayers, exile for faith, and disappearance for truth. monk dhar-gye is just one of many. enough silence. we demand accountability. freetibet whereisdhargye",Hate Speech
HOPADUK,@Caldera2791 @jacksonhinklle China commits #UyghurGenocide another damn emperyalists bloodthirsty terror state #stopchina #StopIsraelTerroriste #uyghurs #eastturkistani,en,china commits uyghurgenocide another damn emperyalists bloodthirsty terror state stopisraelterroriste uyghurs eastturkistani,Hate Speech
mei_dongmei,"From abducting the Panchen Lama to controlling monasteries, Beijing fears Tibetan identity. But faith cannot be ruled by force. World must act! \n#TibetMatters #FreedomOfReligion #StopChina\nhttps://t.co/Fyq9qjiG3q https://t.co/Qs3RjtLstc",en,"from abducting the panchen lama to controlling monasteries, beijing fears tibetan identity. but faith cannot be ruled by force. world must act! tibetmatters freedomofreligion",Hate Speech
